test,create_table_time,create_table_memory,insertion_time,insert_memory_usage
n1,0.03318953514099121,57344,0.016819000244140625,0
n1,0.03318953514099121,57344,0.02554011344909668,0
n1,0.03318953514099121,57344,0.0285642147064209,0
n1,0.03318953514099121,57344,0.13232183456420898,0
n1,0.03318953514099121,57344,0.015402078628540039,0
n1,0.03318953514099121,57344,0.023717880249023438,0
n1,0.03318953514099121,57344,0.018383502960205078,0
n1,0.03318953514099121,57344,0.015400886535644531,0
n1,0.03318953514099121,57344,0.017342090606689453,0
n1,0.03318953514099121,57344,0.03247809410095215,0
n1,0.03318953514099121,57344,0.06811165809631348,4096
n1,0.03318953514099121,57344,0.028644323348999023,0
n1,0.03318953514099121,57344,0.03208494186401367,0
n1,0.03318953514099121,57344,0.03288626670837402,0
n1,0.03318953514099121,57344,0.03103041648864746,0
n1,0.03318953514099121,57344,0.03077101707458496,0
n1,0.03318953514099121,57344,0.03220868110656738,4096
n1,0.03318953514099121,57344,0.0338284969329834,0
n1,0.03318953514099121,57344,0.03732943534851074,4096
n1,0.03318953514099121,57344,0.033843278884887695,0
n1,0.03318953514099121,57344,0.0173342227935791,0
n1,0.03318953514099121,57344,0.02990126609802246,0
n1,0.03318953514099121,57344,0.01903986930847168,0
n1,0.03318953514099121,57344,0.028737306594848633,0
n1,0.03318953514099121,57344,0.027173519134521484,0
n1,0.03318953514099121,57344,0.02677178382873535,4096
n1,0.03318953514099121,57344,0.030328750610351562,0
n1,0.03318953514099121,57344,0.029866933822631836,0
n1,0.03318953514099121,57344,0.019528627395629883,0
n1,0.03318953514099121,57344,0.026974201202392578,8192
n1,0.03318953514099121,57344,0.028700828552246094,16384
n1,0.03318953514099121,57344,0.026876449584960938,0
n1,0.03318953514099121,57344,0.02778339385986328,0
n1,0.03318953514099121,57344,0.031369924545288086,0
n1,0.03318953514099121,57344,0.027820348739624023,4096
n1,0.03318953514099121,57344,0.02743673324584961,0
n1,0.03318953514099121,57344,0.13199090957641602,0
n1,0.03318953514099121,57344,0.140150785446167,0
n1,0.03318953514099121,57344,0.027903318405151367,0
n1,0.03318953514099121,57344,0.029074430465698242,0
n1,0.03318953514099121,57344,0.027358531951904297,0
n1,0.03318953514099121,57344,0.03397035598754883,4096
n1,0.03318953514099121,57344,0.033242225646972656,0
n1,0.03318953514099121,57344,0.017536640167236328,4096
n1,0.03318953514099121,57344,0.017155170440673828,0
n1,0.03318953514099121,57344,0.016484498977661133,0
n1,0.03318953514099121,57344,0.016084909439086914,0
n1,0.03318953514099121,57344,0.015406370162963867,0
n1,0.03318953514099121,57344,0.018332481384277344,0
n1,0.03318953514099121,57344,0.02211737632751465,0
n1,0.03318953514099121,57344,0.02765035629272461,0
n1,0.03318953514099121,57344,0.031098127365112305,20480
n1,0.03318953514099121,57344,0.018108844757080078,4096
n1,0.03318953514099121,57344,0.016165733337402344,0
n1,0.03318953514099121,57344,0.026071786880493164,0
n1,0.03318953514099121,57344,0.032119035720825195,0
n1,0.03318953514099121,57344,0.031022071838378906,0
n1,0.03318953514099121,57344,0.03097987174987793,8192
n1,0.03318953514099121,57344,0.030631065368652344,0
n1,0.03318953514099121,57344,0.017980575561523438,0
n1,0.03318953514099121,57344,0.13420462608337402,8192
n1,0.03318953514099121,57344,0.018021106719970703,4096
n1,0.03318953514099121,57344,0.028592586517333984,0
n1,0.03318953514099121,57344,0.018413305282592773,0
n1,0.03318953514099121,57344,0.03241586685180664,4096
n1,0.03318953514099121,57344,0.017708301544189453,0
n1,0.03318953514099121,57344,0.016920804977416992,0
n1,0.03318953514099121,57344,0.132737398147583,0
n1,0.03318953514099121,57344,0.027469396591186523,0
n1,0.03318953514099121,57344,0.017322301864624023,16384
n1,0.03318953514099121,57344,0.03215765953063965,0
n1,0.03318953514099121,57344,0.018013477325439453,0
n1,0.03318953514099121,57344,0.014764785766601562,0
n1,0.03318953514099121,57344,0.017299652099609375,0
n1,0.03318953514099121,57344,0.02715778350830078,0
n1,0.03318953514099121,57344,0.02746891975402832,0
n1,0.03318953514099121,57344,0.01779484748840332,0
n1,0.03318953514099121,57344,0.03084397315979004,0
n1,0.03318953514099121,57344,0.027724266052246094,0
n1,0.03318953514099121,57344,0.027261972427368164,0
n1,0.03318953514099121,57344,0.13702774047851562,0
n1,0.03318953514099121,57344,0.02713179588317871,0
n1,0.03318953514099121,57344,0.027479171752929688,0
n1,0.03318953514099121,57344,0.027796030044555664,0
n1,0.03318953514099121,57344,0.027719974517822266,0
n1,0.03318953514099121,57344,0.03408694267272949,0
n1,0.03318953514099121,57344,0.018342256546020508,0
n1,0.03318953514099121,57344,0.03264188766479492,0
n1,0.03318953514099121,57344,0.03206682205200195,0
n1,0.03318953514099121,57344,0.01706862449645996,0
n1,0.03318953514099121,57344,0.025117874145507812,0
n1,0.03318953514099121,57344,0.0313107967376709,0
n1,0.03318953514099121,57344,0.017656564712524414,0
n1,0.03318953514099121,57344,0.01688981056213379,8192
n1,0.03318953514099121,57344,0.01567697525024414,0
n1,0.03318953514099121,57344,0.01639389991760254,0
n1,0.03318953514099121,57344,0.14041376113891602,20480
n1,0.03318953514099121,57344,0.027651309967041016,4096
n1,0.03318953514099121,57344,0.01737046241760254,0
n1,0.03318953514099121,57344,0.025260210037231445,0
n1,0.03318953514099121,57344,0.018225669860839844,0
n1,0.03318953514099121,57344,0.030019283294677734,16384
n1,0.03318953514099121,57344,0.027451276779174805,16384
n1,0.03318953514099121,57344,0.01632976531982422,0
n1,0.03318953514099121,57344,0.031035184860229492,16384
n1,0.03318953514099121,57344,0.01729607582092285,0
n1,0.03318953514099121,57344,0.11627840995788574,4096
n1,0.03318953514099121,57344,0.017133712768554688,12288
n1,0.03318953514099121,57344,0.016516923904418945,0
n1,0.03318953514099121,57344,0.015396833419799805,0
n1,0.03318953514099121,57344,0.03005242347717285,24576
n1,0.03318953514099121,57344,0.017302751541137695,0
n1,0.03318953514099121,57344,0.016381025314331055,0
n1,0.03318953514099121,57344,0.027704954147338867,0
n1,0.03318953514099121,57344,0.01696157455444336,16384
n1,0.03318953514099121,57344,0.027009248733520508,4096
n1,0.03318953514099121,57344,0.017144203186035156,0
n1,0.03318953514099121,57344,0.026446104049682617,0
n1,0.03318953514099121,57344,0.018186092376708984,0
n1,0.03318953514099121,57344,0.13538241386413574,0
n1,0.03318953514099121,57344,0.02723097801208496,8192
n1,0.03318953514099121,57344,0.13505172729492188,8192
n1,0.03318953514099121,57344,0.017210960388183594,0
n1,0.03318953514099121,57344,0.01630425453186035,0
n1,0.03318953514099121,57344,0.016243934631347656,4096
n1,0.03318953514099121,57344,0.031102418899536133,0
n1,0.03318953514099121,57344,0.030994892120361328,0
n1,0.03318953514099121,57344,0.1319108009338379,8192
n1,0.03318953514099121,57344,0.02877497673034668,16384
n1,0.03318953514099121,57344,0.027306318283081055,0
n1,0.03318953514099121,57344,0.026642322540283203,0
n1,0.03318953514099121,57344,0.017040729522705078,0
n1,0.03318953514099121,57344,0.040917396545410156,0
n1,0.03318953514099121,57344,0.017235279083251953,65536
n1,0.03318953514099121,57344,0.029947757720947266,0
n1,0.03318953514099121,57344,0.027019739151000977,0
n1,0.03318953514099121,57344,0.018182992935180664,0
n1,0.03318953514099121,57344,0.1336202621459961,0
n1,0.03318953514099121,57344,0.02706146240234375,0
n1,0.03318953514099121,57344,0.033339738845825195,0
n1,0.03318953514099121,57344,0.016227006912231445,0
n1,0.03318953514099121,57344,0.027634620666503906,0
n1,0.03318953514099121,57344,0.018425703048706055,0
n1,0.03318953514099121,57344,0.016882896423339844,0
n1,0.03318953514099121,57344,0.015515804290771484,0
n1,0.03318953514099121,57344,0.016222238540649414,0
n1,0.03318953514099121,57344,0.1333024501800537,0
n1,0.03318953514099121,57344,0.0272367000579834,0
n1,0.03318953514099121,57344,0.027619123458862305,0
n1,0.03318953514099121,57344,0.02736043930053711,0
n1,0.03318953514099121,57344,0.028342485427856445,0
n1,0.03318953514099121,57344,0.027823448181152344,0
n1,0.03318953514099121,57344,0.018226146697998047,0
n1,0.03318953514099121,57344,0.03037571907043457,0
n1,0.03318953514099121,57344,0.018230915069580078,0
n1,0.03318953514099121,57344,0.016280174255371094,0
n1,0.03318953514099121,57344,0.01627039909362793,0
n1,0.03318953514099121,57344,0.016262054443359375,0
n1,0.03318953514099121,57344,0.016314029693603516,0
n1,0.03318953514099121,57344,0.015385150909423828,0
n1,0.03318953514099121,57344,0.018002033233642578,0
n1,0.03318953514099121,57344,0.01542043685913086,0
n1,0.03318953514099121,57344,0.01539468765258789,0
n1,0.03318953514099121,57344,0.01564812660217285,0
n1,0.03318953514099121,57344,0.01590442657470703,0
n1,0.03318953514099121,57344,0.015428781509399414,0
n1,0.03318953514099121,57344,0.015386104583740234,0
n1,0.03318953514099121,57344,0.015402078628540039,0
n1,0.03318953514099121,57344,0.015384197235107422,0
n1,0.03318953514099121,57344,0.015402078628540039,0
n1,0.03318953514099121,57344,0.015657663345336914,0
n1,0.03318953514099121,57344,0.015376567840576172,0
n1,0.03318953514099121,57344,0.015391826629638672,0
n1,0.03318953514099121,57344,0.015423774719238281,0
n1,0.03318953514099121,57344,0.015392303466796875,0
n1,0.03318953514099121,57344,0.01562643051147461,0
n1,0.03318953514099121,57344,0.017185449600219727,0
n1,0.03318953514099121,57344,0.015394210815429688,0
n1,0.03318953514099121,57344,0.01535487174987793,0
n1,0.03318953514099121,57344,0.015381813049316406,0
n1,0.03318953514099121,57344,0.015390396118164062,0
n1,0.03318953514099121,57344,0.015417098999023438,0
n1,0.03318953514099121,57344,0.015386819839477539,0
n1,0.03318953514099121,57344,0.015366792678833008,0
n1,0.03318953514099121,57344,0.0153961181640625,0
n1,0.03318953514099121,57344,0.01541280746459961,0
n1,0.03318953514099121,57344,0.015622138977050781,0
n1,0.03318953514099121,57344,0.015412569046020508,0
n1,0.03318953514099121,57344,0.017739057540893555,0
n1,0.03318953514099121,57344,0.015626907348632812,0
n1,0.03318953514099121,57344,0.015367507934570312,0
n1,0.03318953514099121,57344,0.015394449234008789,0
n1,0.03318953514099121,57344,0.015387296676635742,0
n1,0.03318953514099121,57344,0.028162717819213867,0
n1,0.03318953514099121,57344,0.017718076705932617,0
n1,0.03318953514099121,57344,0.016394615173339844,0
n1,0.03318953514099121,57344,0.016227006912231445,0
n1,0.03318953514099121,57344,0.030226707458496094,0
n1,0.03318953514099121,57344,0.019274473190307617,0
n1,0.03318953514099121,57344,0.017245769500732422,0
n1,0.03318953514099121,57344,0.016150236129760742,0
n1,0.03318953514099121,57344,0.016473770141601562,0
n1,0.03318953514099121,57344,0.01541280746459961,0
n1,0.03318953514099121,57344,0.015362262725830078,0
n1,0.03318953514099121,57344,0.01562952995300293,0
n1,0.03318953514099121,57344,0.015352249145507812,0
n1,0.03318953514099121,57344,0.015621185302734375,0
n1,0.03318953514099121,57344,0.01650261878967285,0
n1,0.03318953514099121,57344,0.01535487174987793,0
n1,0.03318953514099121,57344,0.015658140182495117,0
n1,0.03318953514099121,57344,0.019773483276367188,8192
n1,0.03318953514099121,57344,0.016643047332763672,0
n1,0.03318953514099121,57344,0.017372608184814453,0
n1,0.03318953514099121,57344,0.015634536743164062,0
n1,0.03318953514099121,57344,0.01538705825805664,0
n1,0.03318953514099121,57344,0.015425443649291992,0
n1,0.03318953514099121,57344,0.015352964401245117,0
n1,0.03318953514099121,57344,0.030991315841674805,0
n1,0.03318953514099121,57344,0.015522241592407227,0
n1,0.03318953514099121,57344,0.015357732772827148,0
n1,0.03318953514099121,57344,0.015391111373901367,0
n1,0.03318953514099121,57344,0.01539158821105957,0
n1,0.03318953514099121,57344,0.035474538803100586,65536
n1,0.03318953514099121,57344,0.027730941772460938,0
n1,0.03318953514099121,57344,0.027992963790893555,0
n1,0.03318953514099121,57344,0.027573585510253906,0
n1,0.03318953514099121,57344,0.027552366256713867,0
n1,0.03318953514099121,57344,0.15385770797729492,0
n1,0.03318953514099121,57344,0.015357017517089844,0
n1,0.03318953514099121,57344,0.029461383819580078,0
n1,0.03318953514099121,57344,0.029820680618286133,0
n1,0.03318953514099121,57344,0.13504910469055176,0
n1,0.03318953514099121,57344,0.02717423439025879,0
n1,0.03318953514099121,57344,0.02783656120300293,0
n1,0.03318953514099121,57344,0.027284622192382812,0
n1,0.03318953514099121,57344,0.027982234954833984,0
n1,0.03318953514099121,57344,0.028243303298950195,0
n1,0.03318953514099121,57344,0.027962446212768555,0
n1,0.03318953514099121,57344,0.12731266021728516,0
n1,0.03318953514099121,57344,0.028444766998291016,0
n1,0.03318953514099121,57344,0.033959150314331055,0
n1,0.03318953514099121,57344,0.027730464935302734,0
n1,0.03318953514099121,57344,0.028631925582885742,0
n1,0.03318953514099121,57344,0.027231454849243164,0
n1,0.03318953514099121,57344,0.027803421020507812,0
n1,0.03318953514099121,57344,0.0283505916595459,0
n1,0.03318953514099121,57344,0.027571439743041992,0
n1,0.03318953514099121,57344,0.02818441390991211,0
n1,0.03318953514099121,57344,0.12838029861450195,0
n1,0.03318953514099121,57344,0.02812337875366211,0
n1,0.03318953514099121,57344,0.029877185821533203,0
n1,0.03318953514099121,57344,0.027728796005249023,0
n1,0.03318953514099121,57344,0.03373122215270996,0
n1,0.03318953514099121,57344,0.028545856475830078,0
n1,0.03318953514099121,57344,0.02835369110107422,0
n1,0.03318953514099121,57344,0.027767419815063477,0
n1,0.03318953514099121,57344,0.03018784523010254,0
n1,0.03318953514099121,57344,0.030203819274902344,0
n1,0.03318953514099121,57344,0.03185129165649414,0
n1,0.03318953514099121,57344,0.029634714126586914,0
n1,0.03318953514099121,57344,0.028011560440063477,0
n1,0.03318953514099121,57344,0.02861952781677246,0
n1,0.03318953514099121,57344,0.02781081199645996,0
n1,0.03318953514099121,57344,0.03376936912536621,0
n1,0.03318953514099121,57344,0.02801227569580078,0
n1,0.03318953514099121,57344,0.02762627601623535,12288
n1,0.03318953514099121,57344,0.14228153228759766,0
n1,0.03318953514099121,57344,0.027971267700195312,0
n1,0.03318953514099121,57344,0.02710556983947754,0
n1,0.03318953514099121,57344,0.03376626968383789,0
n1,0.03318953514099121,57344,0.03176689147949219,0
n1,0.03318953514099121,57344,0.02804255485534668,0
n1,0.03318953514099121,57344,0.03234601020812988,0
n1,0.03318953514099121,57344,0.02939772605895996,0
n1,0.03318953514099121,57344,0.030335426330566406,0
n1,0.03318953514099121,57344,0.028468608856201172,0
